,HR,timestamp,period,time_seconds
0,95.0,10:29:09,in-test,0
1,89.0,10:29:10,in-test,1
2,97.67,10:29:11,in-test,2
3,116.75,10:29:12,in-test,3
4,106.2,10:29:13,in-test,4
5,109.5,10:29:14,in-test,5
6,112.43,10:29:15,in-test,6
7,115.62,10:29:16,in-test,7
8,118.11,10:29:17,in-test,8
9,120.2,10:29:18,in-test,9
10,121.82,10:29:19,in-test,10
11,123.17,10:29:20,in-test,11
12,124.15,10:29:21,in-test,12
13,124.93,10:29:22,in-test,13
14,125.27,10:29:23,in-test,14
15,125.62,10:29:24,in-test,15
16,125.94,10:29:25,in-test,16
17,126.22,10:29:26,in-test,17
18,126.37,10:29:27,in-test,18
19,126.35,10:29:28,in-test,19
20,126.33,10:29:29,in-test,20
21,125.86,10:29:30,in-test,21
22,125.48,10:29:31,in-test,22
23,125.0,10:29:32,in-test,23
24,124.36,10:29:33,in-test,24
25,122.88,10:29:34,in-test,25
26,120.63,10:29:35,in-test,26
27,118.57,10:29:36,in-test,27
28,116.66,10:29:37,in-test,28
29,115.77,10:29:38,in-test,29
30,115.0,10:29:39,in-test,30
31,114.22,10:29:40,in-test,31
32,113.18,10:29:41,in-test,32
33,112.09,10:29:42,in-test,33
34,110.83,10:29:43,in-test,34
35,110.06,10:29:44,in-test,35
36,109.35,10:29:45,in-test,36
37,108.63,10:29:46,in-test,37
38,107.9,10:29:47,in-test,38
39,107.2,10:29:48,in-test,39
40,106.51,10:29:49,in-test,40
41,105.74,10:29:50,in-test,41
42,105.02,10:29:51,in-test,42
43,104.34,10:29:52,in-test,43
44,103.69,10:29:53,in-test,44
45,103.04,10:29:54,in-test,45
46,102.43,10:29:55,in-test,46
47,101.81,10:29:56,in-test,47
48,101.12,10:29:57,in-test,48
49,100.48,10:29:58,in-test,49
50,99.88,10:29:59,in-test,50
51,99.31,10:30:00,in-test,51
52,98.74,10:30:01,in-test,52
53,98.15,10:30:02,in-test,53
54,97.6,10:30:03,in-test,54
55,97.04,10:30:04,in-test,55
56,96.49,10:30:05,in-test,56
57,95.97,10:30:06,in-test,57
58,95.71,10:30:07,in-test,58
59,95.43,10:30:08,in-test,59
60,95.12,10:30:09,in-test,60
61,94.97,10:30:10,in-test,61
62,94.28,10:30:11,in-test,62
63,92.53,10:30:12,in-test,63
64,92.62,10:30:13,in-test,64
65,91.67,10:30:14,in-test,65
66,90.63,10:30:15,in-test,66
67,89.5,10:30:16,in-test,67
68,88.4,10:30:17,in-test,68
69,87.27,10:30:18,in-test,69
70,86.13,10:30:19,in-test,70
71,85.0,10:30:20,in-test,71
72,83.9,10:30:21,in-test,72
73,82.83,10:30:22,in-test,73
74,82.22,10:30:23,in-test,74
75,81.58,10:30:24,in-test,75
76,80.97,10:30:25,in-test,76
77,80.32,10:30:26,in-test,77
78,79.67,10:30:27,in-test,78
79,79.08,10:30:28,in-test,79
80,78.7,10:30:29,in-test,80
81,78.73,10:30:30,in-test,81
82,78.85,10:30:31,in-test,82
83,79.03,10:30:32,in-test,83
84,79.32,10:30:33,in-test,84
85,79.98,10:30:34,in-test,85
86,81.22,10:30:35,in-test,86
87,82.43,10:30:36,in-test,87
88,83.65,10:30:37,in-test,88
89,84.4,10:30:38,in-test,89
90,85.12,10:30:39,in-test,90
91,85.85,10:30:40,in-test,91
92,86.73,10:30:41,in-test,92
93,87.67,10:30:42,in-test,93
94,88.73,10:30:43,in-test,94
95,89.55,10:30:44,in-test,95
96,90.37,10:30:45,in-test,96
97,91.22,10:30:46,in-test,97
98,92.12,10:30:47,in-test,98
99,93.02,10:30:48,in-test,99
100,93.95,10:30:49,in-test,100
101,94.97,10:30:50,in-test,101
102,95.97,10:30:51,in-test,102
103,96.98,10:30:52,in-test,103
104,98.0,10:30:53,in-test,104
105,99.03,10:30:54,in-test,105
106,100.07,10:30:55,in-test,106
107,101.1,10:30:56,in-test,107
108,102.2,10:30:57,in-test,108
109,103.28,10:30:58,in-test,109
110,104.35,10:30:59,in-test,110
111,105.42,10:31:00,in-test,111
112,106.5,10:31:01,in-test,112
113,107.63,10:31:02,in-test,113
114,108.75,10:31:03,in-test,114
115,109.95,10:31:04,in-test,115
116,111.17,10:31:05,in-test,116
117,112.42,10:31:06,in-test,117
118,113.42,10:31:07,in-test,118
119,114.45,10:31:08,in-test,119
120,115.53,10:31:09,in-test,120
121,116.65,10:31:10,in-test,121
122,117.73,10:31:11,in-test,122
123,118.9,10:31:12,in-test,123
124,120.07,10:31:13,in-test,124
125,121.22,10:31:14,in-test,125
126,122.37,10:31:15,in-test,126
127,123.47,10:31:16,in-test,127
128,124.52,10:31:17,in-test,128
129,125.57,10:31:18,in-test,129
130,126.62,10:31:19,in-test,130
131,127.68,10:31:20,in-test,131
132,128.75,10:31:21,in-test,132
133,129.8,10:31:22,in-test,133
134,130.5,10:31:23,in-test,134
135,131.2,10:31:24,in-test,135
136,131.92,10:31:25,in-test,136
137,132.68,10:31:26,in-test,137
138,133.47,10:31:27,in-test,138
139,134.22,10:31:28,in-test,139
140,134.75,10:31:29,in-test,140
141,135.03,10:31:30,in-test,141
142,135.07,10:31:31,in-test,142
143,135.08,10:31:32,in-test,143
144,135.07,10:31:33,in-test,144
145,135.02,10:31:34,in-test,145
146,134.8,10:31:35,in-test,146
147,134.58,10:31:36,in-test,147
148,134.35,10:31:37,in-test,148
149,134.12,10:31:38,in-test,149
150,133.88,10:31:39,in-test,150
151,133.7,10:31:40,in-test,151
152,133.57,10:31:41,in-test,152
153,133.47,10:31:42,in-test,153
154,133.4,10:31:43,in-test,154
155,133.33,10:31:44,in-test,155
156,133.25,10:31:45,in-test,156
157,132.67,10:31:46,in-test,157
158,132.03,10:31:47,in-test,158
159,131.33,10:31:48,in-test,159
160,130.63,10:31:49,in-test,160
161,129.93,10:31:50,in-test,161
162,129.27,10:31:51,in-test,162
163,128.6,10:31:52,in-test,163
164,127.93,10:31:53,in-test,164
165,127.27,10:31:54,in-test,165
166,126.62,10:31:55,in-test,166
167,125.98,10:31:56,in-test,167
168,125.35,10:31:57,in-test,168
169,124.75,10:31:58,in-test,169
170,124.35,10:31:59,in-test,170
171,123.93,10:32:00,in-test,171
172,123.53,10:32:01,in-test,172
173,123.13,10:32:02,in-test,173
174,122.72,10:32:03,in-test,174
175,122.23,10:32:04,in-test,175
176,121.72,10:32:05,in-test,176
177,121.15,10:32:06,in-test,177
178,120.58,10:32:07,in-test,178
179,120.02,10:32:08,in-test,179
180,119.47,10:32:09,in-test,180
181,118.93,10:32:10,in-test,181
182,118.43,10:32:11,in-test,182
183,117.95,10:32:12,in-test,183
184,117.52,10:32:13,in-test,184
185,117.1,10:32:14,in-test,185
186,115.95,10:32:15,in-test,186
187,114.78,10:32:16,in-test,187
188,113.68,10:32:17,in-test,188
189,112.7,10:32:18,in-test,189
190,111.7,10:32:19,in-test,190
191,110.67,10:32:20,in-test,191
192,109.65,10:32:21,in-test,192
193,108.63,10:32:22,in-test,193
194,107.62,10:32:23,in-test,194
195,106.6,10:32:24,in-test,195
196,105.57,10:32:25,in-test,196
197,104.45,10:32:26,in-test,197
198,103.35,10:32:27,in-test,198
199,102.28,10:32:28,in-test,199
200,101.12,10:32:29,in-test,200
201,100.0,10:32:30,in-test,201
202,98.87,10:32:31,in-test,202
203,97.75,10:32:32,in-test,203
204,96.62,10:32:33,in-test,204
205,95.48,10:32:34,in-test,205
206,94.35,10:32:35,in-test,206
