,HR,timestamp,period,time_seconds
0,116.0,10:29:07,in-test,0
1,82.5,10:29:08,in-test,1
2,96.33,10:29:09,in-test,2
3,86.25,10:29:10,in-test,3
4,98.6,10:29:11,in-test,4
5,107.5,10:29:12,in-test,5
6,113.71,10:29:13,in-test,6
7,107.38,10:29:14,in-test,7
8,111.56,10:29:15,in-test,8
9,106.4,10:29:16,in-test,9
10,109.36,10:29:17,in-test,10
11,110.75,10:29:18,in-test,11
12,111.92,10:29:19,in-test,12
13,112.14,10:29:20,in-test,13
14,110.8,10:29:21,in-test,14
15,109.56,10:29:22,in-test,15
16,108.53,10:29:23,in-test,16
17,107.61,10:29:24,in-test,17
18,110.21,10:29:25,in-test,18
19,112.5,10:29:26,in-test,19
20,114.52,10:29:27,in-test,20
21,116.36,10:29:28,in-test,21
22,118.0,10:29:29,in-test,22
23,119.5,10:29:30,in-test,23
24,120.84,10:29:31,in-test,24
25,122.08,10:29:32,in-test,25
26,123.22,10:29:33,in-test,26
27,124.25,10:29:34,in-test,27
28,125.14,10:29:35,in-test,28
29,125.2,10:29:36,in-test,29
30,125.26,10:29:37,in-test,30
31,126.12,10:29:38,in-test,31
32,126.94,10:29:39,in-test,32
33,127.74,10:29:40,in-test,33
34,128.46,10:29:41,in-test,34
35,129.11,10:29:42,in-test,35
36,129.76,10:29:43,in-test,36
37,130.32,10:29:44,in-test,37
38,130.59,10:29:45,in-test,38
39,130.85,10:29:46,in-test,39
40,131.02,10:29:47,in-test,40
41,131.29,10:29:48,in-test,41
42,131.51,10:29:49,in-test,42
43,131.7,10:29:50,in-test,43
44,131.82,10:29:51,in-test,44
45,131.93,10:29:52,in-test,45
46,132.06,10:29:53,in-test,46
47,132.17,10:29:54,in-test,47
48,132.14,10:29:55,in-test,48
49,132.14,10:29:56,in-test,49
50,132.14,10:29:57,in-test,50
51,132.08,10:29:58,in-test,51
52,132.13,10:29:59,in-test,52
53,132.19,10:30:00,in-test,53
54,132.0,10:30:01,in-test,54
55,131.84,10:30:02,in-test,55
56,131.67,10:30:03,in-test,56
57,131.43,10:30:04,in-test,57
58,131.24,10:30:05,in-test,58
59,131.05,10:30:06,in-test,59
60,131.12,10:30:07,in-test,60
61,132.32,10:30:08,in-test,61
62,132.22,10:30:09,in-test,62
63,133.22,10:30:10,in-test,63
64,132.72,10:30:11,in-test,64
65,132.17,10:30:12,in-test,65
66,131.62,10:30:13,in-test,66
67,132.52,10:30:14,in-test,67
68,132.1,10:30:15,in-test,68
69,133.08,10:30:16,in-test,69
70,132.78,10:30:17,in-test,70
71,132.75,10:30:18,in-test,71
72,132.7,10:30:19,in-test,72
73,132.83,10:30:20,in-test,73
74,133.37,10:30:21,in-test,74
75,133.93,10:30:22,in-test,75
76,134.48,10:30:23,in-test,76
77,135.05,10:30:24,in-test,77
78,134.57,10:30:25,in-test,78
79,134.1,10:30:26,in-test,79
80,133.65,10:30:27,in-test,80
81,133.22,10:30:28,in-test,81
82,132.8,10:30:29,in-test,82
83,132.4,10:30:30,in-test,83
84,132.03,10:30:31,in-test,84
85,131.7,10:30:32,in-test,85
