HR,timestamp,period,time_seconds
103.12,10:49:21,pre-test,-300
102.88,10:49:22,pre-test,-299
102.63,10:49:23,pre-test,-298
102.4,10:49:24,pre-test,-297
102.17,10:49:25,pre-test,-296
101.97,10:49:26,pre-test,-295
101.75,10:49:27,pre-test,-294
101.58,10:49:28,pre-test,-293
101.37,10:49:29,pre-test,-292
101.17,10:49:30,pre-test,-291
101.07,10:49:31,pre-test,-290
100.92,10:49:32,pre-test,-289
100.78,10:49:33,pre-test,-288
100.6,10:49:34,pre-test,-287
100.42,10:49:35,pre-test,-286
100.25,10:49:36,pre-test,-285
100.1,10:49:37,pre-test,-284
99.93,10:49:38,pre-test,-283
99.87,10:49:39,pre-test,-282
99.8,10:49:40,pre-test,-281
99.75,10:49:41,pre-test,-280
99.72,10:49:42,pre-test,-279
99.65,10:49:43,pre-test,-278
99.58,10:49:44,pre-test,-277
99.53,10:49:45,pre-test,-276
99.35,10:49:46,pre-test,-275
99.2,10:49:47,pre-test,-274
99.07,10:49:48,pre-test,-273
99.0,10:49:49,pre-test,-272
99.28,10:49:50,pre-test,-271
99.62,10:49:51,pre-test,-270
99.93,10:49:52,pre-test,-269
100.37,10:49:53,pre-test,-268
100.8,10:49:54,pre-test,-267
101.2,10:49:55,pre-test,-266
101.68,10:49:56,pre-test,-265
102.17,10:49:57,pre-test,-264
102.67,10:49:58,pre-test,-263
103.18,10:49:59,pre-test,-262
103.82,10:50:00,pre-test,-261
104.4,10:50:01,pre-test,-260
104.95,10:50:02,pre-test,-259
105.57,10:50:03,pre-test,-258
106.15,10:50:04,pre-test,-257
106.88,10:50:05,pre-test,-256
107.57,10:50:06,pre-test,-255
108.23,10:50:07,pre-test,-254
108.97,10:50:08,pre-test,-253
109.63,10:50:09,pre-test,-252
110.3,10:50:10,pre-test,-251
110.98,10:50:11,pre-test,-250
111.63,10:50:12,pre-test,-249
112.18,10:50:13,pre-test,-248
112.73,10:50:14,pre-test,-247
113.17,10:50:15,pre-test,-246
113.63,10:50:16,pre-test,-245
114.18,10:50:17,pre-test,-244
114.78,10:50:18,pre-test,-243
115.4,10:50:19,pre-test,-242
116.02,10:50:20,pre-test,-241
116.65,10:50:21,pre-test,-240
117.32,10:50:22,pre-test,-239
117.95,10:50:23,pre-test,-238
118.5,10:50:24,pre-test,-237
119.05,10:50:25,pre-test,-236
119.43,10:50:26,pre-test,-235
119.87,10:50:27,pre-test,-234
120.25,10:50:28,pre-test,-233
120.62,10:50:29,pre-test,-232
120.98,10:50:30,pre-test,-231
121.3,10:50:31,pre-test,-230
121.65,10:50:32,pre-test,-229
121.98,10:50:33,pre-test,-228
122.33,10:50:34,pre-test,-227
122.68,10:50:35,pre-test,-226
123.0,10:50:36,pre-test,-225
123.37,10:50:37,pre-test,-224
123.7,10:50:38,pre-test,-223
123.9,10:50:39,pre-test,-222
124.17,10:50:40,pre-test,-221
124.43,10:50:41,pre-test,-220
124.67,10:50:42,pre-test,-219
124.93,10:50:43,pre-test,-218
125.2,10:50:44,pre-test,-217
125.45,10:50:45,pre-test,-216
125.82,10:50:46,pre-test,-215
126.18,10:50:47,pre-test,-214
126.53,10:50:48,pre-test,-213
126.85,10:50:49,pre-test,-212
126.82,10:50:50,pre-test,-211
126.78,10:50:51,pre-test,-210
126.77,10:50:52,pre-test,-209
126.68,10:50:53,pre-test,-208
126.65,10:50:54,pre-test,-207
126.68,10:50:55,pre-test,-206
126.75,10:50:56,pre-test,-205
126.8,10:50:57,pre-test,-204
126.82,10:50:58,pre-test,-203
126.75,10:50:59,pre-test,-202
126.55,10:51:00,pre-test,-201
126.37,10:51:01,pre-test,-200
126.08,10:51:02,pre-test,-199
125.7,10:51:03,pre-test,-198
125.37,10:51:04,pre-test,-197
124.95,10:51:05,pre-test,-196
124.6,10:51:06,pre-test,-195
124.32,10:51:07,pre-test,-194
123.98,10:51:08,pre-test,-193
123.65,10:51:09,pre-test,-192
123.32,10:51:10,pre-test,-191
122.97,10:51:11,pre-test,-190
122.6,10:51:12,pre-test,-189
122.15,10:51:13,pre-test,-188
121.73,10:51:14,pre-test,-187
121.42,10:51:15,pre-test,-186
121.05,10:51:16,pre-test,-185
120.63,10:51:17,pre-test,-184
120.2,10:51:18,pre-test,-183
119.75,10:51:19,pre-test,-182
119.3,10:51:20,pre-test,-181
118.87,10:51:21,pre-test,-180
118.37,10:51:22,pre-test,-179
117.85,10:51:23,pre-test,-178
117.37,10:51:24,pre-test,-177
116.88,10:51:25,pre-test,-176
116.57,10:51:26,pre-test,-175
116.23,10:51:27,pre-test,-174
115.88,10:51:28,pre-test,-173
115.48,10:51:29,pre-test,-172
115.07,10:51:30,pre-test,-171
114.62,10:51:31,pre-test,-170
114.18,10:51:32,pre-test,-169
113.73,10:51:33,pre-test,-168
113.25,10:51:34,pre-test,-167
112.72,10:51:35,pre-test,-166
112.18,10:51:36,pre-test,-165
111.65,10:51:37,pre-test,-164
111.1,10:51:38,pre-test,-163
110.6,10:51:39,pre-test,-162
110.12,10:51:40,pre-test,-161
109.62,10:51:41,pre-test,-160
109.17,10:51:42,pre-test,-159
108.72,10:51:43,pre-test,-158
108.3,10:51:44,pre-test,-157
107.92,10:51:45,pre-test,-156
107.55,10:51:46,pre-test,-155
107.15,10:51:47,pre-test,-154
106.75,10:51:48,pre-test,-153
106.32,10:51:49,pre-test,-152
105.88,10:51:50,pre-test,-151
105.45,10:51:51,pre-test,-150
105.02,10:51:52,pre-test,-149
104.57,10:51:53,pre-test,-148
104.12,10:51:54,pre-test,-147
103.67,10:51:55,pre-test,-146
103.15,10:51:56,pre-test,-145
102.72,10:51:57,pre-test,-144
102.33,10:51:58,pre-test,-143
101.97,10:51:59,pre-test,-142
101.65,10:52:00,pre-test,-141
101.3,10:52:01,pre-test,-140
101.07,10:52:02,pre-test,-139
100.8,10:52:03,pre-test,-138
100.45,10:52:04,pre-test,-137
100.08,10:52:05,pre-test,-136
99.68,10:52:06,pre-test,-135
99.22,10:52:07,pre-test,-134
98.75,10:52:08,pre-test,-133
98.33,10:52:09,pre-test,-132
97.95,10:52:10,pre-test,-131
97.62,10:52:11,pre-test,-130
97.23,10:52:12,pre-test,-129
97.0,10:52:13,pre-test,-128
96.62,10:52:14,pre-test,-127
96.22,10:52:15,pre-test,-126
95.83,10:52:16,pre-test,-125
95.53,10:52:17,pre-test,-124
95.22,10:52:18,pre-test,-123
94.93,10:52:19,pre-test,-122
