,HR,timestamp,period,time_seconds
0,92.0,07:56:57,pre-test,0
1,76.0,07:56:58,pre-test,1
2,82.67,07:56:59,pre-test,2
3,78.5,07:57:00,pre-test,3
4,85.0,07:57:01,pre-test,4
5,79.5,07:57:02,pre-test,5
6,84.43,07:57:03,pre-test,6
7,88.62,07:57:04,pre-test,7
8,91.89,07:57:05,pre-test,8
9,94.6,07:57:06,pre-test,9
10,96.82,07:57:07,pre-test,10
11,98.25,07:57:08,pre-test,11
12,99.54,07:57:09,pre-test,12
13,100.71,07:57:10,pre-test,13
14,101.73,07:57:11,pre-test,14
15,102.62,07:57:12,pre-test,15
16,103.47,07:57:13,pre-test,16
17,104.22,07:57:14,pre-test,17
18,104.58,07:57:15,pre-test,18
19,105.35,07:57:16,pre-test,19
20,106.05,07:57:17,pre-test,20
21,106.68,07:57:18,pre-test,21
22,107.26,07:57:19,pre-test,22
23,107.79,07:57:20,pre-test,23
24,108.28,07:57:21,pre-test,24
25,108.62,07:57:22,pre-test,25
26,108.81,07:57:23,pre-test,26
27,109.04,07:57:24,pre-test,27
28,109.28,07:57:25,pre-test,28
29,109.43,07:57:26,pre-test,29
30,109.55,07:57:27,pre-test,30
31,109.69,07:57:28,pre-test,31
32,109.73,07:57:29,pre-test,32
33,109.76,07:57:30,pre-test,33
34,109.74,07:57:31,pre-test,34
35,109.58,07:57:32,pre-test,35
36,109.46,07:57:33,pre-test,36
37,109.34,07:57:34,pre-test,37
38,109.23,07:57:35,pre-test,38
39,109.2,07:57:36,pre-test,39
40,109.17,07:57:37,pre-test,40
41,109.12,07:57:38,pre-test,41
42,109.09,07:57:39,pre-test,42
43,109.07,07:57:40,pre-test,43
44,109.04,07:57:41,pre-test,44
45,109.0,07:57:42,pre-test,45
46,108.96,07:57:43,pre-test,46
47,108.9,07:57:44,pre-test,47
48,108.84,07:57:45,pre-test,48
49,108.86,07:57:46,pre-test,49
50,108.88,07:57:47,pre-test,50
51,108.88,07:57:48,pre-test,51
52,108.91,07:57:49,pre-test,52
53,108.91,07:57:50,pre-test,53
54,108.87,07:57:51,pre-test,54
55,108.89,07:57:52,pre-test,55
56,108.93,07:57:53,pre-test,56
57,108.98,07:57:54,pre-test,57
58,109.0,07:57:55,pre-test,58
59,108.98,07:57:56,pre-test,59
60,109.35,07:57:57,pre-test,60
61,110.28,07:57:58,pre-test,61
62,110.6,07:57:59,pre-test,62
63,111.42,07:58:00,pre-test,63
64,111.48,07:58:01,pre-test,64
65,112.37,07:58:02,pre-test,65
66,112.25,07:58:03,pre-test,66
67,112.05,07:58:04,pre-test,67
